Date,SVBFG,S&P 500 index,KBW bank index
12/3/2019,130.88,137.00,115.97
12/4/2019,133.72,137.87,117.35
12/5/2019,133.28,138.07,117.91
12/6/2019,137.93,139.33,119.71
12/9/2019,137.32,138.89,119.59
12/10/2019,138.64,138.74,119.85
12/11/2019,139.10,139.14,119.29
12/12/2019,145.95,140.34,122.73
12/13/2019,144.85,140.35,121.54
12/16/2019,145.96,141.35,122.01
12/17/2019,147.69,141.40,122.97
12/18/2019,146.26,141.34,122.43
12/19/2019,145.32,141.97,122.09
12/20/2019,145.79,142.67,122.10
12/23/2019,146.50,142.79,122.02
12/24/2019,146.45,142.77,122.20
12/26/2019,147.10,143.50,122.94
12/27/2019,145.43,143.50,122.49
12/30/2019,145.14,142.67,122.02
12/31/2019,145.85,143.09,122.31
1/2/2020,147.73,144.29,123.13
1/3/2020,145.44,143.27,121.36
1/6/2020,144.81,143.78,120.71
1/7/2020,145.48,143.38,119.89
1/8/2020,146.86,144.08,120.57
1/9/2020,148.80,145.04,121.22
1/10/2020,146.25,144.62,119.92
1/13/2020,147.48,145.63,120.65
1/14/2020,147.28,145.41,120.81
1/15/2020,145.59,145.68,118.76
1/16/2020,146.58,146.90,119.25
1/17/2020,150.13,147.47,119.68
1/21/2020,147.69,147.08,118.38
1/22/2020,148.91,147.12,118.59
1/23/2020,150.52,147.29,118.47
1/24/2020,146.79,145.96,116.21
1/27/2020,141.40,143.66,114.08
1/28/2020,145.99,145.11,115.30
1/29/2020,142.94,144.98,114.22
1/30/2020,144.17,145.43,115.48
1/31/2020,139.63,142.86,113.02
2/3/2020,142.16,143.90,114.04
2/4/2020,148.00,146.05,115.87
2/5/2020,152.63,147.69,118.71
2/6/2020,152.27,148.19,117.97
2/7/2020,149.40,147.39,117.25
2/10/2020,148.91,148.47,117.17
2/11/2020,153.17,148.72,118.00
2/12/2020,154.02,149.68,118.16
2/13/2020,154.51,149.43,118.21
2/14/2020,154.21,149.71,117.86
2/18/2020,151.70,149.27,116.23
2/19/2020,155.12,149.97,117.49
2/20/2020,157.33,149.40,118.00
2/21/2020,151.88,147.83,116.54
2/24/2020,141.34,142.88,112.40
2/25/2020,134.88,138.55,107.36
2/26/2020,130.32,138.03,105.78
2/27/2020,122.80,131.93,101.34
2/28/2020,120.94,130.84,98.86
3/2/2020,125.93,136.87,103.06
3/3/2020,115.40,133.02,98.31
3/4/2020,117.58,138.63,100.59
3/5/2020,107.52,133.93,94.80
3/6/2020,101.35,131.65,90.51
3/9/2020,86.07,121.65,77.92
3/10/2020,94.10,127.66,83.62
3/11/2020,86.42,121.42,78.21
3/12/2020,79.57,109.87,70.06
3/13/2020,91.02,120.07,80.44
3/16/2020,76.10,105.68,67.40
3/17/2020,86.78,112.02,71.41
3/18/2020,87.45,106.21,65.52
3/19/2020,97.71,106.71,68.08
3/20/2020,87.52,102.09,65.34
3/23/2020,83.20,99.10,60.63
3/24/2020,92.01,108.39,68.20
3/25/2020,95.86,109.64,69.74
3/26/2020,99.66,116.49,75.36
3/27/2020,92.58,112.56,72.95
3/30/2020,90.51,116.34,73.24
3/31/2020,87.78,114.47,70.62
4/1/2020,81.34,109.42,65.74
4/2/2020,83.05,111.92,67.25
4/3/2020,80.96,110.22,64.94
4/6/2020,92.56,117.98,70.87
4/7/2020,93.02,117.79,72.32
4/8/2020,97.94,121.80,76.03
4/9/2020,107.88,123.56,81.20
4/13/2020,99.01,122.31,78.00
4/14/2020,99.97,126.05,76.88
4/15/2020,94.06,123.28,72.05
4/16/2020,93.75,123.99,69.67
4/17/2020,100.91,127.32,75.53
4/20/2020,101.48,125.04,74.61
4/21/2020,96.15,121.20,71.82
4/22/2020,97.32,123.98,72.49
4/23/2020,99.35,123.92,72.92
4/24/2020,106.90,125.64,74.48
4/27/2020,111.92,127.49,78.69
4/28/2020,112.28,126.82,79.92
4/29/2020,117.03,130.19,83.38
4/30/2020,112.23,128.99,80.24
5/1/2020,107.40,125.37,76.58
5/4/2020,105.94,125.91,75.71
5/5/2020,105.07,127.04,74.59
5/6/2020,104.58,126.16,73.12
5/7/2020,106.69,127.61,74.62
5/8/2020,107.98,129.76,76.76
5/11/2020,104.13,129.79,73.92
5/12/2020,98.68,127.12,71.03
5/13/2020,92.89,124.90,67.70
5/14/2020,100.67,126.34,70.35
5/15/2020,100.39,126.83,69.26
5/18/2020,108.91,130.83,74.73
5/19/2020,106.40,129.46,72.10
5/20/2020,113.25,131.61,74.53
5/21/2020,110.88,130.59,74.02
5/22/2020,110.09,130.90,73.37
5/26/2020,121.23,132.51,79.69
5/27/2020,128.62,134.47,85.02
5/28/2020,125.26,134.19,82.13
5/29/2020,124.77,134.83,80.29
6/1/2020,123.64,135.34,81.85
6/2/2020,121.95,136.45,82.42
6/3/2020,127.81,138.31,86.73
6/4/2020,129.67,137.85,90.19
6/5/2020,136.65,141.46,94.29
6/8/2020,137.14,143.16,96.80
6/9/2020,136.13,142.05,94.58
6/10/2020,128.87,141.29,88.89
6/11/2020,118.49,132.96,80.89
6/12/2020,121.15,134.70,84.10
6/15/2020,125.87,135.82,85.33
6/16/2020,128.87,138.40,87.19
6/17/2020,127.32,137.90,85.20
6/18/2020,128.16,137.98,85.18
6/19/2020,128.89,137.20,84.78
6/22/2020,127.76,138.09,84.00
6/23/2020,128.09,138.69,84.38
6/24/2020,120.83,135.10,80.31
6/25/2020,124.91,136.58,83.00
6/26/2020,118.44,133.27,77.65
6/29/2020,120.20,135.23,78.76
6/30/2020,125.22,137.31,80.42
7/1/2020,119.85,138.00,78.24
7/2/2020,121.04,138.63,78.30
7/6/2020,123.99,140.83,79.73
7/7/2020,120.72,139.31,77.14
7/8/2020,121.96,140.40,77.83
7/9/2020,117.16,139.61,75.15
7/10/2020,123.17,141.07,79.12
7/13/2020,124.58,139.75,79.87
7/14/2020,120.91,141.62,78.57
7/15/2020,128.27,142.91,81.09
7/16/2020,127.92,142.42,80.88
7/17/2020,126.41,142.82,78.88
7/20/2020,125.99,144.03,78.16
7/21/2020,130.57,144.27,81.20
7/22/2020,128.98,145.10,80.67
7/23/2020,130.66,143.31,81.87
7/24/2020,133.88,142.42,81.52
7/27/2020,131.12,143.47,80.26
7/28/2020,128.68,142.55,80.03
7/29/2020,132.92,144.32,82.53
7/30/2020,130.93,143.78,80.68
7/31/2020,130.30,144.88,80.37
8/3/2020,132.22,145.92,80.35
8/4/2020,131.72,146.45,79.96
8/5/2020,134.65,147.39,81.34
8/6/2020,133.27,148.34,80.98
8/7/2020,137.89,148.43,83.54
8/10/2020,139.50,148.84,84.42
8/11/2020,146.91,147.65,86.38
8/12/2020,146.98,149.72,85.84
8/13/2020,145.02,149.41,84.46
8/14/2020,145.47,149.39,85.18
8/17/2020,142.74,149.79,83.37
8/18/2020,140.32,150.13,81.85
8/19/2020,141.21,149.47,81.98
8/20/2020,139.85,149.95,80.47
8/21/2020,139.10,150.46,80.07
8/24/2020,144.88,151.97,82.98
8/25/2020,147.87,152.52,83.46
8/26/2020,144.87,154.07,82.08
8/27/2020,146.43,154.33,84.04
8/28/2020,148.16,155.37,84.54
8/31/2020,148.37,155.03,82.78
9/1/2020,148.83,156.20,83.07
9/2/2020,150.60,158.60,84.32
9/3/2020,150.48,153.03,83.66
9/4/2020,150.90,151.78,85.49
9/8/2020,147.21,147.57,82.51
9/9/2020,148.87,150.54,82.61
9/10/2020,144.28,147.89,81.24
9/11/2020,144.43,147.97,82.37
9/14/2020,145.64,149.86,83.87
9/15/2020,144.22,150.64,82.11
9/16/2020,145.06,149.94,83.55
9/17/2020,142.87,148.68,82.73
9/18/2020,143.14,147.02,82.29
9/21/2020,138.19,145.32,79.12
9/22/2020,133.90,146.85,77.28
9/23/2020,131.66,143.36,75.39
9/24/2020,131.02,143.79,75.62
9/25/2020,133.39,146.09,76.69
9/28/2020,137.97,148.44,79.00
9/29/2020,137.75,147.73,77.80
9/30/2020,139.80,148.95,78.86
10/1/2020,142.52,149.74,79.09
10/2/2020,142.72,148.30,80.63
10/5/2020,148.04,150.97,83.11
10/6/2020,147.61,148.86,82.34
10/7/2020,154.85,151.45,84.78
10/8/2020,158.73,152.66,86.12
10/9/2020,159.56,154.00,85.83
10/12/2020,160.52,156.53,86.87
10/13/2020,156.31,155.54,84.40
10/14/2020,155.58,154.51,82.88
10/15/2020,158.84,154.28,84.26
10/16/2020,158.73,154.30,84.24
10/19/2020,157.23,151.78,83.08
10/20/2020,160.32,152.50,84.43
10/21/2020,161.17,152.16,83.59
10/22/2020,165.62,152.96,86.72
10/23/2020,172.19,153.48,87.37
10/26/2020,168.45,150.63,85.24
10/27/2020,168.23,150.17,82.69
10/28/2020,161.83,144.88,80.70
10/29/2020,163.88,146.61,82.00
10/30/2020,168.89,144.83,83.01
11/2/2020,178.35,146.61,85.18
11/3/2020,180.44,149.22,87.47
11/4/2020,172.30,152.51,83.08
11/5/2020,181.66,155.48,86.50
11/6/2020,182.07,155.43,84.72
11/9/2020,192.91,157.25,96.14
11/10/2020,195.53,157.03,96.20
11/11/2020,191.04,158.23,94.58
11/12/2020,192.67,156.66,92.40
11/13/2020,200.97,158.79,94.44
11/16/2020,206.03,160.64,97.52
11/17/2020,202.38,159.87,97.20
11/18/2020,201.89,158.02,96.07
11/19/2020,206.06,158.64,96.61
11/20/2020,207.38,157.57,95.25
11/23/2020,202.66,158.45,97.39
11/24/2020,210.22,161.01,102.58
11/25/2020,206.01,160.76,101.49
11/27/2020,205.55,161.14,100.43
11/30/2020,200.36,160.40,97.48
12/1/2020,206.35,162.21,99.84
12/2/2020,205.18,162.50,101.41
12/3/2020,207.11,162.40,101.52
12/4/2020,208.18,163.84,103.17
12/7/2020,206.23,163.52,102.51
12/8/2020,205.82,163.97,102.35
12/9/2020,202.26,162.67,102.57
12/10/2020,205.51,162.46,103.04
12/11/2020,203.29,162.26,101.63
12/14/2020,203.05,161.55,100.04
12/15/2020,207.53,163.64,101.89
12/16/2020,208.19,163.93,102.26
12/17/2020,211.98,164.87,102.08
12/18/2020,207.88,164.29,100.87
12/21/2020,213.51,163.65,102.70
12/22/2020,213.92,163.31,101.54
12/23/2020,219.34,163.43,104.48
12/24/2020,218.45,164.01,104.00
12/28/2020,219.62,165.44,104.56
12/29/2020,218.45,165.07,103.69
12/30/2020,222.84,165.29,104.47
12/31/2020,225.33,166.36,105.64
1/4/2021,225.04,163.90,104.62
1/5/2021,224.36,165.06,105.85
1/6/2021,241.41,166.01,113.06
1/7/2021,250.60,168.47,115.72
1/8/2021,246.36,169.40,114.71
1/11/2021,252.19,168.29,115.96
1/12/2021,259.54,168.36,117.74
1/13/2021,256.91,168.74,117.12
1/14/2021,270.53,168.11,119.15
1/15/2021,268.09,166.90,115.37
1/19/2021,273.45,168.26,115.87
1/20/2021,268.83,170.60,113.80
1/21/2021,264.69,170.65,112.19
1/22/2021,278.96,170.14,111.98
1/25/2021,279.31,170.76,110.92
1/26/2021,280.10,170.50,109.66
1/27/2021,260.34,166.12,105.81
1/28/2021,262.58,167.74,108.22
1/29/2021,254.35,164.51,105.50
2/1/2021,265.24,167.15,106.57
2/2/2021,271.97,169.47,109.43
2/3/2021,274.41,169.64,111.27
2/4/2021,284.39,171.48,114.75
2/5/2021,285.21,172.15,114.67
2/8/2021,292.91,173.42,116.62
2/9/2021,293.37,173.23,116.56
2/10/2021,291.07,173.17,116.60
2/11/2021,290.72,173.46,115.85
2/12/2021,294.27,174.28,117.17
2/16/2021,305.11,174.18,120.62
2/17/2021,307.99,174.12,121.09
2/18/2021,303.42,173.35,120.09
2/19/2021,313.97,173.03,122.92
2/22/2021,311.84,171.69,124.64
2/23/2021,303.78,171.91,125.76
2/24/2021,313.81,173.86,129.24
2/25/2021,303.93,169.60,125.78
2/26/2021,293.61,168.80,122.36
3/1/2021,308.65,172.81,126.49
3/2/2021,302.84,171.42,125.65
3/3/2021,298.90,169.18,126.92
3/4/2021,291.94,166.91,125.53
3/5/2021,295.07,170.16,127.65
3/8/2021,296.97,169.25,130.29
3/9/2021,295.29,171.64,127.75
3/10/2021,307.42,172.68,130.95
3/11/2021,320.49,174.48,130.82
3/12/2021,318.71,174.65,133.09
3/15/2021,320.20,175.79,131.99
3/16/2021,313.65,175.51,130.24
3/17/2021,316.43,176.02,131.43
3/18/2021,319.82,173.42,133.06
3/19/2021,316.41,173.31,130.87
3/22/2021,297.33,174.53,127.88
3/23/2021,288.67,173.20,125.23
3/24/2021,283.19,172.25,125.24
3/25/2021,287.97,173.15,128.78
3/26/2021,285.84,176.03,131.28
3/29/2021,272.71,175.88,128.26
3/30/2021,285.07,175.33,130.95
3/31/2021,286.81,175.96,129.63
4/1/2021,280.81,178.04,130.99
4/5/2021,284.70,180.61,131.52
4/6/2021,284.58,180.44,131.27
4/7/2021,281.54,180.70,131.87
4/8/2021,284.73,181.47,131.55
4/9/2021,289.15,182.87,132.97
4/12/2021,290.87,182.83,133.80
4/13/2021,289.41,183.43,131.63
4/14/2021,294.56,182.68,133.47
4/15/2021,297.30,184.71,132.12
4/16/2021,301.50,185.38,132.73
4/19/2021,301.69,184.39,132.23
4/20/2021,294.97,183.14,128.45
4/21/2021,306.76,184.84,130.99
4/22/2021,301.53,183.14,129.04
4/23/2021,327.81,185.14,132.73
4/26/2021,332.87,185.47,134.16
4/27/2021,334.59,185.43,135.51
4/28/2021,332.22,185.27,136.43
4/29/2021,337.09,186.53,139.15
4/30/2021,332.23,185.19,137.30
5/3/2021,328.04,185.69,137.57
5/4/2021,332.87,184.45,139.49
5/5/2021,337.90,184.58,140.98
5/6/2021,336.37,186.09,142.61
5/7/2021,341.61,187.46,143.26
5/10/2021,334.59,185.51,142.92
5/11/2021,339.24,183.90,141.31
5/12/2021,317.96,179.95,139.03
5/13/2021,323.94,182.14,142.01
5/14/2021,336.06,184.86,144.25
5/17/2021,335.55,184.39,145.17
5/18/2021,334.34,182.82,142.63
5/19/2021,327.06,182.29,141.39
5/20/2021,325.24,184.21,140.90
5/21/2021,331.09,184.06,142.75
5/24/2021,334.22,185.89,143.20
5/25/2021,330.32,185.49,141.29
5/26/2021,336.81,185.84,142.32
5/27/2021,339.70,186.06,144.41
5/28/2021,338.65,186.20,144.17
6/1/2021,342.83,186.11,145.47
6/2/2021,341.59,186.38,144.80
6/3/2021,342.33,185.70,144.85
6/4/2021,346.31,187.34,144.63
6/7/2021,349.98,187.19,144.14
6/8/2021,352.56,187.23,143.63
6/9/2021,345.24,186.89,141.47
6/10/2021,329.11,187.76,138.89
6/11/2021,326.39,188.12,139.49
6/14/2021,317.07,188.46,137.30
6/15/2021,319.68,188.08,138.02
6/16/2021,329.46,187.07,138.77
6/17/2021,316.86,186.99,131.97
6/18/2021,308.48,184.53,128.57
6/21/2021,321.56,187.12,132.29
6/22/2021,323.16,188.08,132.33
6/23/2021,325.45,187.87,133.07
6/24/2021,325.96,188.96,135.12
6/25/2021,328.09,189.59,137.41
6/28/2021,323.54,190.03,135.66
6/29/2021,323.55,190.09,134.36
6/30/2021,323.28,190.34,135.11
7/1/2021,328.19,191.33,136.47
7/2/2021,328.38,192.77,135.89
7/6/2021,319.55,192.38,132.27
7/7/2021,320.50,193.02,131.77
7/8/2021,316.56,191.37,129.20
7/9/2021,334.21,193.53,134.29
7/12/2021,344.91,194.20,135.86
7/13/2021,336.31,193.51,133.75
7/14/2021,337.11,193.74,133.22
7/15/2021,337.40,193.11,134.16
7/16/2021,326.38,191.65,131.02
7/19/2021,310.80,188.61,126.10
7/20/2021,326.31,191.47,130.07
7/21/2021,333.49,193.05,132.75
7/22/2021,330.77,193.44,130.63
7/23/2021,331.67,195.40,130.67
7/26/2021,328.24,195.87,131.79
7/27/2021,322.05,194.94,131.63
7/28/2021,326.34,194.91,132.01
7/29/2021,329.25,195.73,133.45
7/30/2021,319.52,194.67,131.73
8/2/2021,316.16,194.31,131.01
8/3/2021,318.64,195.90,133.29
8/4/2021,318.41,195.00,131.83
8/5/2021,330.75,196.17,133.95
8/6/2021,342.61,196.50,137.40
8/9/2021,341.05,196.31,137.51
8/10/2021,337.39,196.51,139.19
8/11/2021,345.29,196.99,141.66
8/12/2021,343.34,197.57,141.77
8/13/2021,337.98,197.89,140.16
8/16/2021,337.78,198.41,139.18
8/17/2021,327.06,197.01,137.16
8/18/2021,323.22,194.89,135.89
8/19/2021,315.27,195.13,134.05
8/20/2021,320.10,196.72,135.06
8/23/2021,324.40,198.40,136.60
8/24/2021,330.22,198.70,138.30
8/25/2021,332.33,199.14,140.81
8/26/2021,325.80,197.98,139.67
8/27/2021,333.77,199.72,142.10
8/30/2021,325.18,200.58,138.70
8/31/2021,325.06,200.31,138.54
9/1/2021,328.02,200.37,136.60
9/2/2021,330.98,200.94,137.34
9/3/2021,332.04,200.88,136.71
9/7/2021,340.46,200.19,136.32
9/8/2021,340.39,199.93,135.04
9/9/2021,342.57,199.01,135.89
9/10/2021,343.71,197.47,134.91
9/13/2021,349.88,197.92,137.39
9/14/2021,339.55,196.78,134.65
9/15/2021,347.37,198.45,136.96
9/16/2021,353.50,198.14,136.65
9/17/2021,354.64,196.34,136.22
9/20/2021,341.41,193.01,132.24
9/21/2021,344.63,192.85,132.08
9/22/2021,353.14,194.68,134.68
9/23/2021,373.08,197.05,139.35
9/24/2021,377.62,197.34,140.41
9/27/2021,391.83,196.79,144.42
9/28/2021,379.97,192.78,142.60
9/29/2021,381.12,193.08,143.11
9/30/2021,375.83,190.78,140.75
10/1/2021,386.09,192.98,143.87
10/4/2021,377.27,190.47,143.73
10/5/2021,386.58,192.47,145.82
10/6/2021,383.37,193.26,145.49
10/7/2021,386.68,194.87,146.07
10/8/2021,389.55,194.49,147.15
10/11/2021,387.24,193.16,145.61
10/12/2021,382.93,192.69,145.08
10/13/2021,387.94,193.27,143.96
10/14/2021,397.33,196.57,145.86
10/15/2021,401.08,198.04,147.85
10/18/2021,404.42,198.71,148.52
10/19/2021,406.65,200.18,149.82
10/20/2021,409.76,200.91,152.74
10/21/2021,409.68,201.51,151.67
10/22/2021,437.56,201.30,153.87
10/25/2021,433.42,202.25,153.37
10/26/2021,433.02,202.62,152.70
10/27/2021,411.43,201.60,148.68
10/28/2021,412.79,203.58,150.52
10/29/2021,416.80,203.97,149.59
11/1/2021,422.96,204.34,151.25
11/2/2021,430.19,205.09,150.94
11/3/2021,438.67,206.42,153.11
11/4/2021,436.43,207.28,150.08
11/5/2021,434.30,208.06,150.17
11/8/2021,431.12,208.24,150.97
11/9/2021,436.02,207.51,150.12
11/10/2021,431.05,205.80,150.45
11/11/2021,431.08,205.92,151.40
11/12/2021,432.20,207.41,151.10
11/15/2021,434.58,207.40,151.62
11/16/2021,438.44,208.20,151.23
11/17/2021,432.99,207.66,149.51
11/18/2021,432.82,208.37,148.96
11/19/2021,422.84,208.07,147.04
11/22/2021,430.63,207.41,149.68
11/23/2021,428.37,207.75,152.03
11/24/2021,430.19,208.23,151.74
11/26/2021,414.94,203.50,145.37
11/29/2021,420.93,206.18,145.75
11/30/2021,402.24,202.27,141.30
12/1/2021,392.51,199.88,139.55
12/2/2021,413.78,202.72,144.31
12/3/2021,391.92,201.01,140.71
12/6/2021,402.85,203.37,143.42
12/7/2021,416.44,207.58,145.59
12/8/2021,412.63,208.22,144.36
12/9/2021,410.21,206.72,144.14
12/10/2021,408.97,208.70,143.85
12/13/2021,392.52,206.79,140.55
12/14/2021,393.14,205.25,141.95
12/15/2021,406.42,208.60,142.22
12/16/2021,396.40,206.78,143.80
12/17/2021,379.97,204.65,139.72
12/20/2021,370.46,202.32,136.71
12/21/2021,386.51,205.92,140.33
12/22/2021,390.83,208.01,140.87
12/23/2021,392.03,209.31,141.69
12/27/2021,400.66,212.20,143.32
12/28/2021,395.70,211.99,143.28
12/29/2021,396.93,212.29,143.26
12/30/2021,394.75,211.65,142.75
12/31/2021,394.05,211.10,142.66
1/3/2022,399.82,212.44,146.41
1/4/2022,410.27,212.31,151.37
1/5/2022,396.20,208.19,149.73
1/6/2022,426.03,207.99,154.60
1/7/2022,425.95,207.15,157.07
1/10/2022,413.21,206.85,156.72
1/11/2022,426.13,208.74,158.11
1/12/2022,428.64,209.33,158.91
1/13/2022,413.46,206.35,159.22
1/14/2022,409.26,206.52,158.72
1/18/2022,388.31,202.72,154.91
1/19/2022,380.55,200.76,150.05
1/20/2022,376.45,198.54,147.57
1/21/2022,338.00,194.79,142.80
1/24/2022,331.17,195.33,144.18
1/25/2022,322.35,192.95,144.90
1/26/2022,325.62,192.66,145.30
1/27/2022,315.33,191.62,143.55
1/28/2022,324.47,196.29,145.04
1/31/2022,339.24,200.00,145.64
2/1/2022,352.01,201.37,149.10
2/2/2022,353.24,203.27,149.70
2/3/2022,349.18,198.31,148.14
2/4/2022,356.33,199.33,151.11
2/7/2022,359.28,198.59,152.04
2/8/2022,369.08,200.26,155.13
2/9/2022,371.51,203.17,155.27
2/10/2022,373.18,199.49,154.77
2/11/2022,364.43,195.70,152.64
2/14/2022,361.10,194.95,151.08
2/15/2022,374.87,198.03,153.93
2/16/2022,380.05,198.20,154.31
2/17/2022,360.68,194.00,148.67
2/18/2022,356.22,192.61,148.04
2/22/2022,353.11,190.66,147.82
2/23/2022,340.04,187.15,144.10
2/24/2022,339.46,189.95,141.03
2/25/2022,362.05,194.20,146.68
2/28/2022,352.08,193.72,144.76
3/1/2022,324.12,190.73,136.47
3/2/2022,345.40,194.28,141.39
3/3/2022,339.43,193.26,140.19
3/4/2022,315.55,191.73,135.42
3/7/2022,287.21,186.07,129.15
3/8/2022,300.37,184.72,129.97
3/9/2022,313.12,189.47,135.37
3/10/2022,313.45,188.66,133.83
3/11/2022,308.27,186.21,132.35
3/14/2022,297.54,184.83,134.64
3/15/2022,305.98,188.79,135.67
3/16/2022,323.50,193.01,140.60
3/17/2022,328.10,195.39,140.43
3/18/2022,331.42,197.67,140.24
3/21/2022,328.56,197.59,139.49
3/22/2022,341.54,199.82,142.66
3/23/2022,330.72,197.37,138.68
3/24/2022,335.18,200.20,139.58
3/25/2022,340.69,201.21,141.71
3/28/2022,334.74,202.65,140.07
3/29/2022,344.27,205.14,141.33
3/30/2022,329.45,203.84,138.21
3/31/2022,325.04,200.65,133.95
4/1/2022,318.24,201.34,132.26
4/4/2022,317.74,202.97,132.24
4/5/2022,307.79,200.42,130.89
4/6/2022,296.64,198.47,129.12
4/7/2022,290.66,199.32,128.21
4/8/2022,290.71,198.79,129.25
4/11/2022,299.81,195.43,129.24
4/12/2022,294.47,194.76,127.50
4/13/2022,302.50,196.94,127.69
4/14/2022,294.60,194.55,125.95
4/18/2022,292.65,194.51,127.09
4/19/2022,312.04,197.63,129.87
4/20/2022,300.99,197.51,130.77
4/21/2022,292.31,194.60,128.41
4/22/2022,314.34,189.20,125.22
4/25/2022,315.66,190.28,125.29
4/26/2022,298.93,184.92,122.05
4/27/2022,295.19,185.31,121.27
4/28/2022,299.40,189.90,122.79
4/29/2022,283.31,183.00,118.75
5/2/2022,289.14,184.04,120.07
5/3/2022,297.83,184.93,122.05
5/4/2022,312.29,190.46,126.13
5/5/2022,298.26,183.67,122.68
5/6/2022,286.86,182.62,121.39
5/9/2022,272.96,176.77,119.08
5/10/2022,267.24,177.21,117.31
5/11/2022,256.43,174.29,115.22
5/12/2022,253.06,174.06,114.56
5/13/2022,261.03,178.22,115.79
5/16/2022,251.08,177.52,114.48
5/17/2022,260.28,181.10,118.94
5/18/2022,250.55,173.78,115.51
5/19/2022,253.02,172.77,114.99
5/20/2022,252.56,172.79,114.92
5/23/2022,260.28,176.00,119.61
5/24/2022,248.65,174.57,118.99
5/25/2022,263.03,176.22,120.95
5/26/2022,274.87,179.72,123.89
5/27/2022,285.86,184.17,125.46
5/31/2022,283.85,183.01,125.73
6/1/2022,275.81,181.65,123.26
6/2/2022,285.84,184.99,125.13
6/3/2022,279.04,181.97,123.36
6/6/2022,280.77,182.54,123.84
6/7/2022,285.82,184.28,124.87
6/8/2022,282.28,182.29,122.72
6/9/2022,273.46,177.95,118.85
6/10/2022,257.31,172.77,113.69
6/13/2022,233.64,166.07,109.81
6/14/2022,236.11,165.45,108.90
6/15/2022,243.46,167.86,110.62
6/16/2022,226.08,162.40,107.53
6/17/2022,232.26,162.76,108.48
6/21/2022,234.03,166.74,110.59
6/22/2022,232.48,166.53,110.23
6/23/2022,233.02,168.11,108.74
6/24/2022,241.41,173.25,113.36
6/27/2022,239.53,172.74,112.53
6/28/2022,235.10,169.26,111.99
6/29/2022,233.88,169.14,110.81
6/30/2022,229.49,167.66,108.99
7/1/2022,232.79,169.43,110.66
7/5/2022,239.61,169.69,110.49
7/6/2022,236.60,170.30,109.51
7/7/2022,245.88,172.85,111.60
7/8/2022,243.22,172.71,111.14
7/11/2022,237.34,170.71,110.18
7/12/2022,239.08,169.14,109.92
7/13/2022,236.06,168.38,108.31
7/14/2022,228.41,167.88,106.13
7/15/2022,237.40,171.10,112.25
7/18/2022,240.42,169.67,112.37
7/19/2022,247.91,174.36,115.55
7/20/2022,252.46,175.39,115.60
7/21/2022,253.41,177.12,116.33
7/22/2022,209.95,175.46,114.56
7/25/2022,227.26,175.69,116.06
7/26/2022,212.06,173.67,113.53
7/27/2022,220.45,178.21,115.78
7/28/2022,227.04,180.37,115.43
7/29/2022,234.46,182.93,117.02
8/1/2022,231.23,182.42,116.58
8/2/2022,232.51,181.20,114.96
8/3/2022,240.18,184.03,116.93
8/4/2022,241.84,183.89,115.65
8/5/2022,240.07,183.59,117.15
8/8/2022,239.78,183.37,116.52
8/9/2022,243.88,182.59,117.05
8/10/2022,262.75,186.47,120.44
8/11/2022,264.47,186.34,122.37
8/12/2022,269.72,189.57,123.93
8/15/2022,270.39,190.32,123.68
8/16/2022,276.81,190.68,124.68
8/17/2022,267.15,189.30,123.43
8/18/2022,265.78,189.73,123.41
8/19/2022,252.96,187.28,121.01
8/22/2022,244.52,183.27,118.25
8/23/2022,245.47,182.86,117.95
8/24/2022,249.54,183.40,118.15
8/25/2022,254.77,185.98,120.18
8/26/2022,238.53,179.72,116.15
8/29/2022,235.19,178.52,115.16
8/30/2022,237.15,176.55,115.00
8/31/2022,236.18,175.17,114.16
9/1/2022,233.52,175.69,113.95
9/2/2022,229.55,173.81,113.26
9/6/2022,222.89,173.10,112.25
9/7/2022,231.54,176.27,114.70
9/8/2022,240.52,177.44,117.95
9/9/2022,245.74,180.15,118.96
9/12/2022,235.97,182.05,119.94
9/13/2022,223.50,174.18,115.22
9/14/2022,219.38,174.77,114.65
9/15/2022,220.21,172.79,116.23
9/16/2022,210.56,171.55,114.46
9/19/2022,212.53,172.73,115.75
9/20/2022,212.16,170.78,114.03
9/21/2022,208.88,167.86,111.60
9/22/2022,199.03,166.44,108.84
9/23/2022,198.02,163.57,106.70
9/26/2022,195.04,161.88,104.75
9/27/2022,193.96,161.54,103.77
9/28/2022,199.70,164.72,105.92
9/29/2022,196.33,161.24,104.26
9/30/2022,195.09,158.81,103.40
10/3/2022,206.19,162.92,106.51
10/4/2022,218.74,167.90,111.10
10/5/2022,211.55,167.56,109.78
10/6/2022,207.16,165.85,107.70
10/7/2022,198.39,161.20,105.27
10/10/2022,197.85,159.99,104.44
10/11/2022,195.09,158.95,102.28
10/12/2022,194.78,158.43,102.14
10/13/2022,200.48,162.54,107.43
10/14/2022,184.62,158.70,105.95
10/17/2022,193.77,162.90,109.11
10/18/2022,191.75,164.76,110.23
10/19/2022,183.23,163.66,106.26
10/20/2022,175.73,162.36,103.92
10/21/2022,133.65,166.21,106.65
10/24/2022,134.80,168.19,108.52
10/25/2022,139.15,170.92,110.40
10/26/2022,140.42,169.66,110.84
10/27/2022,133.27,168.63,110.86
10/28/2022,136.04,172.78,112.89
10/31/2022,134.19,171.49,112.34
11/1/2022,133.04,170.79,113.13
